Localidad,Codigo UTA 2020,Codigo UTA 2010,Latitud,Longitud,Municipio,Departamento,Provincia
PEHUAJO,180420077000040,180420077000040,-27.73161139,-58.71274791,EMPEDRADO,EMPEDRADO,CORRIENTES
RINCON DEL SOMBRERO,180420077000050,180420077000050,-27.63750614,-58.66477949,EMPEDRADO,EMPEDRADO,CORRIENTES
COLONIA IMPARCIALES,180420077000009,180420077000009,-28.12908078,-58.82359996,EMPEDRADO,EMPEDRADO,CORRIENTES
VILLA SAN ISIDRO,180420077000056,180420077000056,-27.81316559,-58.72038156,EMPEDRADO,EMPEDRADO,CORRIENTES
EL POLLO,180420077000016,180420077000016,-27.83233125,-58.46968223,EMPEDRADO,EMPEDRADO,CORRIENTES
RINCON DE EMPEDRADO,180420077000047,180420077000047,-27.88898851,-58.77324793,EMPEDRADO,EMPEDRADO,CORRIENTES
LOMAS DE EMPEDRADO,180420077000033,180420077000033,-27.88419255,-58.70775735,EMPEDRADO,EMPEDRADO,CORRIENTES
REAL CUE,180420077000046,180420077000046,-28.02964955,-58.67465067,EMPEDRADO,EMPEDRADO,CORRIENTES
AHOMA SUR,180420077000001,180420077000001,-27.70578113,-58.68808341,EMPEDRADO,EMPEDRADO,CORRIENTES
BERNACHEA,180420077000005,180420077000005,-27.92770283,-58.32976481,EMPEDRADO,EMPEDRADO,CORRIENTES
EL CARRIZAL,180420077000015,180420077000015,-28.16105442,-58.8658282,EMPEDRADO,EMPEDRADO,CORRIENTES
SAN JOSE,180910196000049,180910196000049,-28.93086656,-58.97133578,GOBERNADOR MARTINEZ,LAVALLE,CORRIENTES
SALINAS GRANDE,180910196000045,180910196000045,-28.8455781,-58.9703282,GOBERNADOR MARTINEZ,LAVALLE,CORRIENTES
CAMPO VALLEJOS,180910196000006,180910196000006,-28.9356733,-58.8052348,GOBERNADOR MARTINEZ,LAVALLE,CORRIENTES
LAGUNA SIRENA,180910196000029,180910196000029,-29.00468441,-58.89030564,GOBERNADOR MARTINEZ,LAVALLE,CORRIENTES
GOBERNADOR JUAN E. MARTINEZ,180910196020000,180910196020000,-28.91086887,-58.93595776,GOBERNADOR MARTINEZ,LAVALLE,CORRIENTES
COLONIA GOBERNADOR GALLINO,180910196000011,180910196000011,-28.90680485,-58.89339772,GOBERNADOR MARTINEZ,LAVALLE,CORRIENTES
CASUALIDAD,180910196000007,180910196000007,-28.94026234,-58.86779122,GOBERNADOR MARTINEZ,LAVALLE,CORRIENTES
PALERMO,180910196000034,180910196000034,-28.95229554,-58.90674659,GOBERNADOR MARTINEZ,LAVALLE,CORRIENTES
MONTE FLORIDO,180910196000032,180910196000032,-28.94463734,-59.0269227,GOBERNADOR MARTINEZ,LAVALLE,CORRIENTES
EL BONETE,180910196000017,180910196000017,-28.89179902,-58.99675584,GOBERNADOR MARTINEZ,LAVALLE,CORRIENTES
ENSENADITA,181330329000016,181330329000016,-27.40298521,-58.54733407,SAN COSME,SAN COSME,CORRIENTES
RIACHUELO SAN JOSE,181330329000027,181330329000027,-27.43089316,-58.49903229,SAN COSME,SAN COSME,CORRIENTES
ENSENADA GRANDE,181330329000015,181330329000015,-27.36566682,-58.36942584,SAN COSME,SAN COSME,CORRIENTES
PUERTO GONZALEZ,181330329000025,181330329000025,-27.30581448,-58.38424881,SAN COSME,SAN COSME,CORRIENTES
SAN COSME,181330329030000,181330329030000,-27.37118016,-58.51152911,SAN COSME,SAN COSME,CORRIENTES
SANTO DOMINGO,181330329000032,181330329000032,-27.3601799,-58.46695709,SAN COSME,SAN COSME,CORRIENTES
RINCON DE LUNA,180280042000068,180280042000068,-28.45679855,-58.23069382,CONCEPCION DEL YAGUARETE CORA,CONCEPCION,CORRIENTES
LOS LAPACHOS,180280042000046,180280042000046,-28.47398713,-57.89053412,CONCEPCION DEL YAGUARETE CORA,CONCEPCION,CORRIENTES
LOMA ALTA,180280042000044,180280042000044,-28.41442513,-57.9640886,CONCEPCION DEL YAGUARETE CORA,CONCEPCION,CORRIENTES
CONCEPCION,180280042010000,180280042010000,-28.39249101,-57.88668077,CONCEPCION DEL YAGUARETE CORA,CONCEPCION,CORRIENTES
PAIRIRI,180280042000054,180280042000054,-28.31622098,-57.95838883,CONCEPCION DEL YAGUARETE CORA,CONCEPCION,CORRIENTES
YUQUERI,180280042000095,180280042000095,-28.33435249,-57.69973756,CONCEPCION DEL YAGUARETE CORA,CONCEPCION,CORRIENTES
CARAMBOLA,180280042000011,180280042000011,-28.43500689,-57.66419273,CONCEPCION DEL YAGUARETE CORA,CONCEPCION,CORRIENTES
YAJARAVE,180280042000094,180280042000094,-28.51418359,-57.76117526,CONCEPCION DEL YAGUARETE CORA,CONCEPCION,CORRIENTES
PASO LUCERO,180280042000062,180280042000062,-28.23970903,-57.82616989,CONCEPCION DEL YAGUARETE CORA,CONCEPCION,CORRIENTES
ESPINILLOS,180280042000024,180280042000024,-28.23071312,-57.78325248,CONCEPCION DEL YAGUARETE CORA,CONCEPCION,CORRIENTES
ARROYO CAABI,180280042000004,180280042000004,-28.30181643,-57.82789277,CONCEPCION DEL YAGUARETE CORA,CONCEPCION,CORRIENTES
BATEL,180280042000007,180280042000007,-28.30228672,-58.02032697,CONCEPCION DEL YAGUARETE CORA,CONCEPCION,CORRIENTES
ORATORIO,180280042000053,180280042000053,-28.37645022,-57.96338866,CONCEPCION DEL YAGUARETE CORA,CONCEPCION,CORRIENTES
RODEO PORA,180280042000071,180280042000071,-28.55784618,-58.1220389,CONCEPCION DEL YAGUARETE CORA,CONCEPCION,CORRIENTES
PASO BATALLA,180280042000058,180280042000058,-28.40327979,-57.88376176,CONCEPCION DEL YAGUARETE CORA,CONCEPCION,CORRIENTES
PASO ITU,180560098000034,180560098000034,-29.05258734,-56.56060936,ALVEAR,GENERAL ALVEAR,CORRIENTES
LAS PALMITAS,180560098000026,180560098000026,-29.02100379,-56.51676964,ALVEAR,GENERAL ALVEAR,CORRIENTES
PANCHO CUE,180560098000033,180560098000033,-29.08143541,-56.55599181,ALVEAR,GENERAL ALVEAR,CORRIENTES
ALVEAR,180560098010000,180560098010000,-29.0985991,-56.55216313,ALVEAR,GENERAL ALVEAR,CORRIENTES
ALTAMIRA,180560098000003,180560098000003,-28.7483654,-56.60734181,ALVEAR,GENERAL ALVEAR,CORRIENTES
SANTA ROSA,180560098000045,180560098000045,-28.94595366,-56.55887185,ALVEAR,GENERAL ALVEAR,CORRIENTES
AGUAPEY,180560098000002,180560098000002,-29.10620117,-56.5596695,ALVEAR,GENERAL ALVEAR,CORRIENTES
PIRAYU,180560098000035,180560098000035,-28.87506237,-56.40032981,ALVEAR,GENERAL ALVEAR,CORRIENTES
ARROYO MENDEZ,180560098000004,180560098000004,-29.08240983,-56.539719,ALVEAR,GENERAL ALVEAR,CORRIENTES
SANTA ANA,180560098000042,180560098000042,-29.02926636,-56.50558477,ALVEAR,GENERAL ALVEAR,CORRIENTES
SANTA ISABEL,180560098000043,180560098000043,-28.57493782,-56.55487828,ALVEAR,GENERAL ALVEAR,CORRIENTES
FRONTERA,180630133000028,180630133000028,-27.91332354,-57.85867697,PALMAR GRANDE,GENERAL PAZ,CORRIENTES
COLONIA JUAN PUJOL,180630133000017,180630133000017,-27.90456441,-57.97609899,PALMAR GRANDE,GENERAL PAZ,CORRIENTES
TIMBOY,180630133000078,180630133000078,-27.94844358,-57.98994962,PALMAR GRANDE,GENERAL PAZ,CORRIENTES
PUISOYE,180630133000064,180630133000064,-27.87597069,-57.93289125,PALMAR GRANDE,GENERAL PAZ,CORRIENTES
PALMAR GRANDE,180630133040000,180630133040000,-27.94076941,-57.90091566,PALMAR GRANDE,GENERAL PAZ,CORRIENTES
FERNANDEZ,180630133000027,180630133000027,-27.90473367,-57.9759976,PALMAR GRANDE,GENERAL PAZ,CORRIENTES
COLONIA SAN GREGORIO,181120266000015,181120266000015,-30.62171574,-57.89384176,MOCORETA,MONTE CASEROS,CORRIENTES
COLONIA BUENA VISTA,181120266000010,181120266000010,-30.53469423,-57.96026817,MOCORETA,MONTE CASEROS,CORRIENTES
COLONIA MOCORETA,181120266000012,181120266000012,-30.63561821,-57.87794876,MOCORETA,MONTE CASEROS,CORRIENTES
PIEDRITAS,181120266000059,181120266000059,-30.43393568,-58.01527562,MOCORETA,MONTE CASEROS,CORRIENTES
MOCORETA,181120266040000,181120266040000,-30.61768041,-57.96282546,MOCORETA,MONTE CASEROS,CORRIENTES
COLONIA SAN ANDRES,181120266000013,181120266000013,-30.58474289,-57.99395157,MOCORETA,MONTE CASEROS,CORRIENTES
COLONIA SAN MARTIN,180630112000018,180630112000018,-27.73507544,-57.60522756,CAA CATI,GENERAL PAZ,CORRIENTES
AYALA CUE,180630112000006,180630112000006,-27.65962219,-57.73912049,CAA CATI,GENERAL PAZ,CORRIENTES
LA FLECHA,180630112000037,180630112000037,-27.69353294,-57.9269333,CAA CATI,GENERAL PAZ,CORRIENTES
LOMA ALTA,180630112000042,180630112000042,-27.75895594,-57.82697689,CAA CATI,GENERAL PAZ,CORRIENTES
VILLA SAN RAMON,180630112000082,180630112000082,-27.71029055,-57.55911066,CAA CATI,GENERAL PAZ,CORRIENTES
ALGARROBAL,180630112000002,180630112000002,-27.7055629,-57.79496584,CAA CATI,GENERAL PAZ,CORRIENTES
CAPILLITA,180630112000011,180630112000011,-27.76077892,-57.64661012,CAA CATI,GENERAL PAZ,CORRIENTES
CERRITO,180630112000012,180630112000012,-27.84203258,-57.91289789,CAA CATI,GENERAL PAZ,CORRIENTES
LOMA VILLANUEVA,180630112000043,180630112000043,-27.68395615,-57.83538437,CAA CATI,GENERAL PAZ,CORRIENTES
TIMBO CORA,180630112000077,180630112000077,-27.5438263,-57.74237268,CAA CATI,GENERAL PAZ,CORRIENTES
TALATY,180630112000075,180630112000075,-27.84396116,-57.75993711,CAA CATI,GENERAL PAZ,CORRIENTES
VILLANUEVA,180630112000083,180630112000083,-27.68941334,-57.83241749,CAA CATI,GENERAL PAZ,CORRIENTES
PASO FLORENTIN,180630112000059,180630112000059,-27.7421029,-57.7727097,CAA CATI,GENERAL PAZ,CORRIENTES
EL ZAPALLO,180630112000025,180630112000025,-27.82105547,-57.87531321,CAA CATI,GENERAL PAZ,CORRIENTES
NUESTRA SEÑORA DEL ROSARIO DE CAA CATI,180630112030000,180630112030000,-27.75199583,-57.62251362,CAA CATI,GENERAL PAZ,CORRIENTES
YACAREY,180770147000032,180770147000032,-27.33472115,-58.18128404,ITATI,ITATI,CORRIENTES
SANTA RITA,180770147000029,180770147000029,-27.35779451,-58.26255832,ITATI,ITATI,CORRIENTES
RINCON GUAZU,180770147000024,180770147000024,-27.2887249,-58.31827545,ITATI,ITATI,CORRIENTES
GUAYU,180770147000013,180770147000013,-27.29932,-58.18456001,ITATI,ITATI,CORRIENTES
VILLA LA PALMIRA,180770147000031,180770147000031,-27.32299847,-58.03937238,ITATI,ITATI,CORRIENTES
ITATI,180770147010000,180770147010000,-27.26930385,-58.24347827,ITATI,ITATI,CORRIENTES
SCORZA CUE,180770147000030,180770147000030,-27.3413725,-57.93035593,ITATI,ITATI,CORRIENTES
ESTANCIA SAN BENITO,180770147000012,180770147000012,-27.38349754,-58.22473708,ITATI,ITATI,CORRIENTES
EL ABRA,180770147000008,180770147000008,-27.35196615,-57.87393625,ITATI,ITATI,CORRIENTES
COLONIA GENERAL FERRE,180910189000010,180910189000010,-28.80897116,-59.09259866,CRUZ DE LOS MILAGROS,LAVALLE,CORRIENTES
CRUZ DE LOS MILAGROS,180910189010000,180910189010000,-28.83573507,-59.00685783,CRUZ DE LOS MILAGROS,LAVALLE,CORRIENTES
CEBOLLAS,180070007000003,180070007000003,-28.52054746,-58.76868716,BELLA VISTA,BELLA VISTA,CORRIENTES
LOMAS ESTE,180070007000018,180070007000018,-28.51547076,-59.00081067,BELLA VISTA,BELLA VISTA,CORRIENTES
CARRIZAL NORTE,180070007000002,180070007000002,-28.48951707,-59.03412064,BELLA VISTA,BELLA VISTA,CORRIENTES
LOMAS NORTE,180070007000019,180070007000019,-28.46999291,-59.00082206,BELLA VISTA,BELLA VISTA,CORRIENTES
LOMAS SUR,180070007000020,180070007000020,-28.5568532,-58.9876642,BELLA VISTA,BELLA VISTA,CORRIENTES
MUCHAS ISLAS,180070007000023,180070007000023,-28.3842031,-58.7927978,BELLA VISTA,BELLA VISTA,CORRIENTES
LAS GARZAS,180070007000017,180070007000017,-28.45478091,-58.94542605,BELLA VISTA,BELLA VISTA,CORRIENTES
COLONIA PROGRESO,180070007000006,180070007000006,-28.60201192,-58.99650816,BELLA VISTA,BELLA VISTA,CORRIENTES
ISLA ALTA,180070007000014,180070007000014,-28.63622817,-58.89685803,BELLA VISTA,BELLA VISTA,CORRIENTES
RAICES NORTE,180070007000024,180070007000024,-28.34562266,-58.83700558,BELLA VISTA,BELLA VISTA,CORRIENTES
BELLA VISTA,180070007010000,180070007010000,-28.50767725,-59.04433284,BELLA VISTA,BELLA VISTA,CORRIENTES
JUAN DIAZ,180070007000016,180070007000016,-28.53842191,-58.80636468,BELLA VISTA,BELLA VISTA,CORRIENTES
DESMOCHADO,180070007000007,180070007000007,-28.7596235,-58.988433,BELLA VISTA,BELLA VISTA,CORRIENTES
RINCON SANTA MARIA,180840168000056,180840168000056,-27.58818059,-56.69982819,ITUZAINGO,ITUZAINGO,CORRIENTES
BUENA VISTA,180840168000004,180840168000004,-27.71591449,-56.94751639,ITUZAINGO,ITUZAINGO,CORRIENTES
PUERTO VALLE,180840168000051,180840168000051,-27.61700014,-56.41498995,ITUZAINGO,ITUZAINGO,CORRIENTES
ISLA APIPE CHICO,180840168000019,180840168000019,-27.57288936,-56.71053888,ITUZAINGO,ITUZAINGO,CORRIENTES
CAA CARAI,180840168000005,180840168000005,-27.7979671,-56.26418715,ITUZAINGO,ITUZAINGO,CORRIENTES
LIBERTAD,180840168000031,180840168000031,-27.74341736,-56.47600183,ITUZAINGO,ITUZAINGO,CORRIENTES
ITUZAINGO,180840168020000,180840168020000,-27.59104294,-56.70397395,ITUZAINGO,ITUZAINGO,CORRIENTES
